time,stock_code,current_price,volume,ma5,rsi14,disparity,stoch_k,stoch_d,vol_ratio,z_vol,obv_delta,spread,bid_ask_imbalance,accel_delta,ret_1s,ask1,ask2,ask3,ask4,ask5,bid1,bid2,bid3,bid4,bid5,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,indiv_net_vol,foreign_net_vol,inst_net_vol,pension_net_vol,trust_net_vol,insurance_net_vol,private_fund_net_vol,bank_net_vol,state_net_vol,other_net_vol,prog_net_vol
1756771205645,101930,55900.0,210,55900.0,50.0,100.0,nan,nan,1.0,0.0,0.0,300.0,0.7246207701283547,0.0,0.0,56200.0,56300.0,56400.0,0.0,0.0,55900.0,55700.0,55600.0,0.0,0.0,32,71,15,0,0,109,51,579,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771205648,101930,56000.0,227,55950.0,50.0,100.0893655049151,nan,nan,1.0389016018306636,0.0,227.0,300.0,0.7246207701283547,0.0,59.630292188431724,56200.0,56300.0,56400.0,0.0,0.0,55900.0,55700.0,55600.0,0.0,0.0,32,71,15,0,0,109,51,579,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771205649,101930,55900.0,236,55933.333333333336,50.0,99.94040524433849,nan,nan,1.0520059435364042,0.0,-236.0,300.0,0.7246207701283547,-15000.0,0.0,56200.0,56300.0,56400.0,0.0,0.0,55900.0,55700.0,55600.0,0.0,0.0,32,71,15,0,0,109,51,579,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771205651,101930,55900.0,336,55925.0,50.0,99.95529727313365,nan,nan,1.33201189296333,0.0,0.0,300.0,0.7246207701283547,-500.0,0.0,56200.0,56300.0,56400.0,0.0,0.0,55900.0,55700.0,55600.0,0.0,0.0,32,71,15,0,0,109,51,579,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771205652,101930,55700.0,338,55880.0,50.0,99.67788117394416,nan,nan,1.2546399406087603,0.0,-338.0,300.0,0.7246207701283547,-20350.0,-51.111679018655764,56200.0,56300.0,56400.0,0.0,0.0,55900.0,55700.0,55600.0,0.0,0.0,32,71,15,0,0,109,51,579,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771206139,101930,56000.0,339,55900.0,50.0,100.17889087656529,nan,nan,1.206405693950178,0.0,339.0,200.0,0.3843594009983361,-13937.622950819672,0.3621272804965489,56200.0,56300.0,56400.0,56600.0,56700.0,56000.0,55700.0,55600.0,55500.0,55300.0,32,71,15,1,251,1,49,579,201,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771206140,101930,55800.0,343,55860.0,50.0,99.89258861439313,nan,nan,1.1833415475603746,0.0,-343.0,200.0,0.3843594009983361,-10063.713114754099,-0.36139571023291955,56200.0,56300.0,56400.0,56600.0,56700.0,56000.0,55700.0,55600.0,55500.0,55300.0,32,71,15,1,251,1,49,579,201,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771210681,101930,55700.0,372,55820.0,50.0,99.78502328914367,nan,nan,1.2394835485214495,0.0,-372.0,400.0,0.7411273486430062,-7037.994160512809,0.0,56100.0,56200.0,56300.0,56400.0,56600.0,55700.0,55600.0,55500.0,55300.0,55100.0,5,32,71,15,1,49,579,201,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771211032,101930,55700.0,392,55780.0,50.0,99.85657941914666,nan,nan,1.2631578947368423,0.0,0.0,400.0,0.7219251336898396,-4920.463451197887,0.0,56100.0,56200.0,56300.0,56400.0,56600.0,55700.0,55600.0,55500.0,55300.0,55100.0,11,32,71,15,1,20,579,201,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771211033,101930,55600.0,431,55760.0,50.0,99.71305595408894,nan,nan,1.336848635235732,1.5447220130075765,-431.0,400.0,0.7219251336898396,-3529.551688565793,-0.510037538762853,56100.0,56200.0,56300.0,56400.0,56600.0,55700.0,55600.0,55500.0,55300.0,55100.0,11,32,71,15,1,20,579,201,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771263375,101930,55600.0,482,55680.0,50.0,99.85632183908046,nan,nan,1.4306529951430111,1.7861558863682807,0.0,400.0,0.7083708370837084,-2470.1130394555053,0.0,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55300.0,55100.0,55000.0,33,11,32,71,15,742,201,2,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771267437,101930,55600.0,517,55640.0,50.0,99.92810927390366,nan,nan,1.4690977977740942,1.7878398770290451,0.0,400.0,0.699443413729128,-1729.0791276188536,0.0,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,33,11,32,71,15,691,201,11,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771274596,101930,55600.0,527,55620.0,50.0,99.96404171161453,nan,nan,1.4423157894736842,1.6123810903587679,0.0,400.0,0.6896551724137931,-1210.3553893331975,0.0,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,33,11,32,71,15,656,202,11,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771276537,101930,55600.0,530,55600.0,50.0,100.0,0.0,nan,1.4053030303030303,1.4491236884721321,0.0,400.0,0.6866537717601547,-847.2487725332383,0.0,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,33,11,32,71,15,646,202,11,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771277527,101930,55600.0,896,55600.0,36.36363636359008,100.0,0.0,nan,2.176165803108808,2.939769617632936,0.0,400.0,0.686046511627907,-593.0741407732668,0.0,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,33,11,32,71,15,643,202,12,2,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771281056,101930,55600.0,901,55600.0,29.999999999957993,100.0,0.0,0.0,2.037021336724601,2.308898570922164,0.0,400.0,0.5098335854765507,-415.1518985412867,0.0,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,33,11,32,71,15,271,202,12,3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771291141,101930,55600.0,925,55600.0,33.33333333328149,100.0,0.0,0.0,1.9651337165708573,2.030781824515008,0.0,400.0,0.5181058495821727,-290.60632897890065,0.0,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,44,11,32,71,15,316,202,12,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771296338,101930,55600.0,926,55600.0,33.33333333328149,100.0,0.0,0.0,1.8669354838709677,1.7833302312113695,0.0,400.0,0.5064194008559201,-203.42443028523044,0.0,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,44,11,32,71,15,299,202,12,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771302734,101930,55900.0,927,55660.0,59.999999999916,100.43118936399568,75.0,25.0,1.787214611872146,1.609713262322468,927.0,400.0,0.5057142857142857,-134.6337957567216,0.0,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,44,11,32,71,15,298,202,12,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771302735,101930,56000.0,970,55740.0,49.999999999912504,100.4664513814137,100.0,58.333333333333336,1.792147806004619,1.6113401768232825,970.0,400.0,0.5057142857142857,-103.6230536218577,178.89087656529517,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,44,11,32,71,15,298,202,12,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771302736,101930,56000.0,971,55820.0,66.6666666665111,100.32246506628448,100.0,91.66666666666667,1.6761608838253066,1.4865495664060293,0.0,400.0,0.5057142857142857,-15072.5361375353,89.44543828264759,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,44,11,32,71,15,298,202,12,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771302736,101930,56100.0,974,55920.0,83.33333333313888,100.32188841201717,100.0,100.0,1.5795021487067218,1.3937132851935754,974.0,400.0,0.5057142857142857,19449.22470372529,178.89087656529517,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,44,11,32,71,15,298,202,12,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771302737,101930,56100.0,977,56020.0,83.33333333313888,100.14280614066405,100.0,100.0,1.4945693743307327,1.3181194435411452,0.0,400.0,0.5057142857142857,-16385.5427073923,119.26058437686345,56000.0,56100.0,56200.0,56300.0,56400.0,55600.0,55500.0,55400.0,55300.0,55200.0,44,11,32,71,15,298,202,12,3,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771312141,101930,56100.0,983,56060.0,100.0,100.07135212272564,100.0,100.0,1.4328401719991255,1.2644020314757245,0.0,100.0,0.09866017052375152,-11469.879895174608,0.0,56200.0,56300.0,56400.0,56600.0,56700.0,56100.0,55700.0,55600.0,55500.0,55400.0,32,70,15,2,251,10,7,220,202,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771318233,101930,56100.0,987,56080.0,100.0,100.03566333808844,100.0,100.0,1.3736951983298538,1.2132650710933452,0.0,100.0,0.0748792270531401,-8028.915926622225,0.0,56200.0,56300.0,56400.0,56600.0,56700.0,56100.0,55700.0,55600.0,55500.0,55400.0,45,70,15,2,251,4,7,220,202,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771318233,101930,56100.0,997,56100.0,100.0,100.0,100.0,100.0,1.3268565344689913,1.187892713322639,0.0,100.0,0.0748792270531401,-5620.241148635557,0.0,56200.0,56300.0,56400.0,56600.0,56700.0,56100.0,55700.0,55600.0,55500.0,55400.0,45,70,15,2,251,4,7,220,202,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771340671,101930,55700.0,1001,56020.0,55.555555555469134,99.4287754373438,20.0,73.33333333333333,1.2762973352033662,1.1485575127895948,-1001.0,400.0,0.5451388888888888,-3939.5168742828787,0.0,56100.0,56200.0,56300.0,56400.0,56600.0,55700.0,55600.0,55500.0,55400.0,55300.0,1,45,69,14,2,8,220,202,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771348024,101930,55700.0,1005,55940.0,55.555555555469134,99.5709688952449,20.0,46.666666666666664,1.2316931184508855,1.1143940816027917,0.0,400.0,0.541958041958042,-2753.633749831589,0.0,56100.0,56200.0,56300.0,56400.0,56600.0,55700.0,55600.0,55500.0,55400.0,55300.0,31,45,39,14,2,4,220,202,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771348025,101930,55700.0,1010,55860.0,55.555555555469134,99.71356963838167,20.0,20.0,1.192655133730885,1.0875609213829232,0.0,400.0,0.541958041958042,-1927.543624882112,0.0,56100.0,56200.0,56300.0,56400.0,56600.0,55700.0,55600.0,55500.0,55400.0,55300.0,31,45,39,14,2,4,220,202,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771348038,101930,55800.0,1035,55800.0,59.999999999916,100.0,40.0,26.666666666666668,1.1800923550538738,1.1249901887800178,1035.0,400.0,0.541958041958042,793.5766054396643,12.823800974608874,56100.0,56200.0,56300.0,56400.0,56600.0,55700.0,55600.0,55500.0,55400.0,55300.0,31,45,39,14,2,4,220,202,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771364129,101930,55800.0,1037,55740.0,59.999999999916,100.10764262648009,40.0,33.333333333333336,1.146109637488948,1.0908524819589849,0.0,400.0,0.5415959252971138,553.6407326006114,0.0,56100.0,56200.0,56300.0,56400.0,56600.0,55700.0,55600.0,55500.0,55400.0,55300.0,31,58,30,14,2,17,220,202,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771368750,101930,55800.0,1042,55760.0,59.999999999916,100.07173601147777,40.0,40.0,1.1191665324096451,1.0694670230534544,0.0,300.0,0.5529801324503312,387.54851282042796,0.0,56100.0,56200.0,56300.0,56400.0,56600.0,55800.0,55700.0,55600.0,55500.0,55400.0,31,58,30,14,2,8,17,230,202,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756771369333,101930,55800.0,1043,55780.0,42.85714285705714,100.03585514521333,40.0,40.0,1.0900350107122327,1.0383980580149206,0.0,300.0,0.5492487479131887,271.28395897429954,0.0,56100.0,56200.0,56300.0,56400.0,56600.0,55800.0,55700.0,55600.0,55500.0,55400.0,31,58,30,14,2,3,17,230,202,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
