time,stock_code,current_price,volume,ma5,rsi14,disparity,stoch_k,stoch_d,vol_ratio,z_vol,obv_delta,spread,bid_ask_imbalance,accel_delta,ret_1s,ask1,ask2,ask3,ask4,ask5,bid1,bid2,bid3,bid4,bid5,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty,indiv_net_vol,foreign_net_vol,inst_net_vol,pension_net_vol,trust_net_vol,insurance_net_vol,private_fund_net_vol,bank_net_vol,state_net_vol,other_net_vol,prog_net_vol
145002585,000240,24000.0,70463,24000.0,50.0,100.0,50.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145002679,000240,24000.0,1000000,24000.0,50.0,100.0,50.0,50.0,1.8683504240688376,0.0,0.0,100.0,0.17044657470189384,0.0,0.0,24100.0,24150.0,24200.0,24250.0,24300.0,24000.0,23950.0,23900.0,23850.0,23800.0,887,58,1554,502,547,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145002880,000240,24000.0,1000000,24000.0,50.0,100.0,50.0,50.0,1.4489512732176328,0.0,0.0,100.0,0.17030976037405027,0.0,0.0,24100.0,24150.0,24200.0,24250.0,24300.0,24000.0,23950.0,23900.0,23850.0,23800.0,888,58,1554,502,547,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145003284,000240,24000.0,1000000,24000.0,50.0,100.0,50.0,50.0,1.3027351249632384,0.0,0.0,100.0,0.16350958744915747,0.0,0.0,24100.0,24150.0,24200.0,24250.0,24300.0,24000.0,23950.0,23900.0,23850.0,23800.0,938,58,1554,502,547,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145024880,000240,24050.0,70567,24010.0,50.0,100.16659725114536,50.0,50.0,0.11233098696924257,0.0,70567.0,100.0,0.16350958744915747,50.0,0.20833333333333334,24100.0,24150.0,24200.0,24250.0,24300.0,24000.0,23950.0,23900.0,23850.0,23800.0,938,58,1554,502,547,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145025083,000240,24000.0,1000000,24010.0,50.0,99.95835068721365,50.0,50.0,1.448914883495169,0.0,-1000000.0,100.0,0.16350958744915747,-100.0,0.0,24100.0,24150.0,24200.0,24250.0,24300.0,24000.0,23950.0,23900.0,23850.0,23800.0,938,58,1554,502,547,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145026582,000240,24050.0,70577,24020.0,50.0,100.12489592006662,50.0,50.0,0.11730415492233724,0.0,70577.0,100.0,0.16350958744915747,100.0,0.20833333333333334,24100.0,24150.0,24200.0,24250.0,24300.0,24000.0,23950.0,23900.0,23850.0,23800.0,938,58,1554,502,547,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145026676,000240,24050.0,70585,24030.0,50.0,100.08322929671245,50.0,50.0,0.13186704379439315,0.0,0.0,100.0,0.16350958744915747,-50.0,0.20833333333333334,24100.0,24150.0,24200.0,24250.0,24300.0,24000.0,23950.0,23900.0,23850.0,23800.0,938,58,1554,502,547,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145026676,000240,24000.0,1000000,24030.0,50.0,99.87515605493134,50.0,50.0,1.7038381035751824,0.0,-1000000.0,100.0,0.16350958744915747,-50.0,0.0,24100.0,24150.0,24200.0,24250.0,24300.0,24000.0,23950.0,23900.0,23850.0,23800.0,938,58,1554,502,547,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145026877,000240,24000.0,1000000,24020.0,50.0,99.91673605328893,50.0,50.0,1.5918010783497227,0.8164965789988338,0.0,50.0,0.24233775902717458,50.0,0.0,24050.0,24100.0,24150.0,24200.0,24250.0,24000.0,23950.0,23900.0,23850.0,23800.0,1,938,58,1554,502,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145027080,000240,24050.0,70599,24030.0,50.0,100.08322929671245,50.0,50.0,0.12224375081755404,-1.095356952566264,70599.0,50.0,0.24233775902717458,50.0,0.20833333333333334,24050.0,24100.0,24150.0,24200.0,24250.0,24000.0,23950.0,23900.0,23850.0,23800.0,1,938,58,1554,502,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145027081,000240,24000.0,1000000,24020.0,50.0,99.91673605328893,50.0,50.0,1.632033332648786,0.8451542527365857,-1000000.0,50.0,0.23987616099071207,-100.0,0.0,24050.0,24100.0,24150.0,24200.0,24250.0,24000.0,23950.0,23900.0,23850.0,23800.0,17,938,58,1554,502,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145027284,000240,24000.0,1000000,24010.0,50.0,99.95835068721365,50.0,50.0,1.5563660098762198,0.7905694132758602,0.0,50.0,0.23972263496780585,50.0,0.0,24050.0,24100.0,24150.0,24200.0,24250.0,24000.0,23950.0,23900.0,23850.0,23800.0,18,938,58,1554,502,275,888,463,1870,1510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
