time,stock_code,current_price,volume,ma5,rsi14,disparity,stoch_k,stoch_d,vol_ratio,z_vol,obv_delta,spread,bid_ask_imbalance,accel_delta,ret_1s,ask1,ask2,ask3,ask4,ask5,bid1,bid2,bid3,bid4,bid5,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,bid1_qty,bid2_qty,indiv_net_vol,foreign_net_vol,inst_net_vol,pension_net_vol,trust_net_vol,insurance_net_vol,private_fund_net_vol,bank_net_vol,state_net_vol,other_net_vol,prog_net_vol
93058401,005930,70200.0,1300905,70200.0,100.0,100.0,75.0,75.0,1.000008340417243,1.069695452528656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93058402,005930,70200.0,1300906,70200.0,100.0,100.0,75.0,75.0,1.0000082251046645,1.0646848085842109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93058588,005930,70200.0,1300907,70200.0,100.0,100.0,75.0,75.0,1.0000081097922897,1.0597460608623501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93058589,005930,70200.0,1300908,70200.0,100.0,100.0,75.0,75.0,1.0000079944801188,1.054877531223699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93058789,005930,70200.0,1300910,70200.0,100.0,100.0,75.0,75.0,1.0000086094321863,1.0501957405326112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93058991,005930,70200.0,1300911,70200.0,100.0,100.0,75.0,75.0,1.0000084556845261,1.0454617134348587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93058993,005930,70200.0,1300912,70200.0,100.0,100.0,75.0,75.0,1.0000083019371495,1.0407932104165813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93058993,005930,70200.0,1300913,70200.0,100.0,100.0,75.0,75.0,1.0000081866252297,1.0361887572746888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059191,005930,70200.0,1301065,70200.0,100.0,100.0,75.0,75.0,1.0001183401432403,1.0494774355353365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059193,005930,70100.0,1301365,70180.0,0.0,99.88600740951838,50.0,66.66666666666667,1.0003308006286096,1.0801231303753909,-1301365.0,0.0,0.0,-100.0,-0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059300,005930,70200.0,1301366,70180.0,49.99999999965,100.02849814762041,75.0,66.66666666666667,1.0003134228173733,1.0752109417622577,1301366.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059302,005930,70200.0,1301367,70180.0,49.99999999965,100.02849814762041,75.0,66.66666666666667,1.000296045636609,1.0703672291892823,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059302,005930,70200.0,1301368,70180.0,49.99999999965,100.02849814762041,75.0,75.0,1.0002786690862826,1.0655904396626923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059303,005930,70200.0,1301369,70180.0,49.99999999965,100.02849814762041,75.0,75.0,1.0002612931663593,1.0608790691326346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059304,005930,70200.0,1301370,70200.0,49.99999999965,100.0,75.0,75.0,1.0002439563166008,1.0562316605274915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059304,005930,70200.0,1301371,70200.0,49.99999999965,100.0,75.0,75.0,1.0002266200944503,1.05164680188353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059395,005930,70200.0,1301372,70200.0,49.99999999965,100.0,75.0,75.0,1.0002092844998736,1.047123124565091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059502,005930,70200.0,1301374,70200.0,49.99999999965,100.0,75.0,75.0,1.000192679663795,1.0427771202930258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059503,005930,70200.0,1301375,70200.0,49.99999999965,100.0,75.0,75.0,1.0001753068773405,1.0383708242305596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059505,005930,70200.0,1301376,70200.0,49.99999999965,100.0,75.0,75.0,1.0001579347210838,1.034021866961616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059505,005930,70200.0,1301377,70200.0,49.99999999965,100.0,75.0,75.0,1.0001405631949913,1.029729036432075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059506,005930,70200.0,1301378,70200.0,49.99999999965,100.0,75.0,75.0,1.0001231922990288,1.0254911562224283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059692,005930,70200.0,1301379,70200.0,49.99999999965,100.0,75.0,75.0,1.0001058220331618,1.0213070842116008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93059895,005930,70100.0,1301451,70180.0,49.99999999965,99.88600740951838,50.0,66.66666666666667,1.0001402861953659,1.0255377099294507,-1301451.0,0.0,0.0,-100.0,-0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100300,005930,70200.0,1301452,70180.0,49.99999999965,100.02849814762041,75.0,66.66666666666667,1.0001202263390512,1.0213881282249955,1301452.0,0.0,0.0,200.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100301,005930,70200.0,1301454,70180.0,49.99999999965,100.02849814762041,75.0,66.66666666666667,1.0001008973408363,1.0174081604908163,0.0,0.0,0.0,-100.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100301,005930,70200.0,1301455,70180.0,49.99999999965,100.02849814762041,75.0,75.0,1.0000808007162716,1.0133602580682037,0.0,0.0,0.0,0.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100302,005930,70200.0,1301456,70180.0,49.99999999965,100.02849814762041,75.0,75.0,1.0000607049302392,1.0093621501597665,0.0,0.0,0.0,0.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100303,005930,70200.0,1301457,70200.0,49.99999999965,100.0,75.0,75.0,1.0000464116780388,1.0054128431195193,0.0,0.0,0.0,0.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100304,005930,70200.0,1301461,70200.0,49.99999999965,100.0,75.0,75.0,1.0000457967849121,1.0018646992205806,0.0,0.0,0.0,0.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100305,005930,70200.0,1301462,70200.0,49.99999999965,100.0,75.0,75.0,1.0000428766975291,0.998007324354192,0.0,0.0,0.0,0.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100502,005930,70200.0,1301463,70200.0,49.99999999965,100.0,75.0,75.0,1.0000399566316867,0.9941959798739052,0.0,0.0,0.0,0.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100503,005930,70200.0,1301464,70200.0,49.99999999965,100.0,75.0,75.0,1.0000370365873843,0.9904297755639647,0.0,0.0,0.0,0.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93100690,005930,70200.0,1301465,70200.0,49.99999999965,100.0,75.0,75.0,1.0000341165646216,0.9867078451796483,0.0,0.0,0.0,0.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93101186,005930,70200.0,1301466,70200.0,49.99999999965,100.0,75.0,75.0,1.000031196563399,0.983029345623539,0.0,0.0,0.0,0.0,0.14265335235378032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93101498,005930,70200.0,1301467,70200.0,49.99999999965,100.0,75.0,75.0,1.0000282765837154,0.9793934561561166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93101499,005930,70200.0,1301468,70200.0,49.99999999965,100.0,75.0,75.0,1.000025356625571,0.9757993776390035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93101500,005930,70200.0,1301469,70200.0,100.0,100.0,75.0,75.0,1.000022475108817,0.9722463318094066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93101902,005930,70200.0,1301470,70200.0,100.0,100.0,75.0,75.0,1.000019593613097,0.968733560583881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93101903,005930,70200.0,1301471,70200.0,100.0,100.0,75.0,75.0,1.0000167121384103,0.9652603253904556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93102199,005930,70200.0,1301478,70200.0,100.0,100.0,75.0,75.0,1.0000182103973991,0.9625335618725773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93102309,005930,70100.0,1301487,70180.0,0.0,99.88600740951838,50.0,66.66666666666667,1.0000209380274727,0.960075916837342,-1301487.0,0.0,0.0,-100.0,-0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93102388,005930,70200.0,1301492,70180.0,49.99999999965,100.02849814762041,75.0,66.66666666666667,1.0000204384995561,0.9571773200840851,1301492.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93102497,005930,70200.0,1301493,70180.0,49.99999999965,100.02849814762041,75.0,66.66666666666667,1.0000195932668314,0.9538403951736677,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93102498,005930,70200.0,1301494,70180.0,49.99999999965,100.02849814762041,75.0,75.0,1.0000187480368345,0.9505398171087674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93102604,005930,70200.0,1301495,70180.0,49.99999999965,100.02849814762041,75.0,75.0,1.0000179412283012,0.9472749463508527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93102698,005930,70200.0,1301496,70200.0,49.99999999965,100.0,75.0,75.0,1.0000171344223092,0.9440451590474503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93102899,005930,70200.0,1301498,70200.0,49.99999999965,100.0,75.0,75.0,1.0000170575588112,0.9409679743940147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93102900,005930,70200.0,1301499,70200.0,49.99999999965,100.0,75.0,75.0,1.0000162123382963,0.937805746041981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93103194,005930,70100.0,1301512,70180.0,33.33333333317778,99.88600740951838,50.0,66.66666666666667,1.000024241624221,0.9360951220594881,-1301512.0,0.0,0.0,-100.0,-0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93103196,005930,70200.0,1301513,70180.0,49.999999999825,100.02849814762041,75.0,66.66666666666667,1.0000230506276302,0.9329895388184404,1301513.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93103288,005930,70200.0,1301514,70180.0,49.999999999825,100.02849814762041,75.0,66.66666666666667,1.0000218596357062,0.9299162904621137,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93103290,005930,70200.0,1301515,70180.0,49.999999999825,100.02849814762041,75.0,75.0,1.0000206686484494,0.9268748341832744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93103291,005930,70200.0,1301516,70180.0,49.999999999825,100.02849814762041,75.0,75.0,1.0000194776658595,0.9238646398841547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93103900,005930,70200.0,1301517,70200.0,49.999999999825,100.0,75.0,75.0,1.0000182866879366,0.9208851897960286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93103901,005930,70200.0,1301518,70200.0,66.66666666635555,100.0,75.0,75.0,1.0000170957146806,0.9179359781131041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93103901,005930,70200.0,1301519,70200.0,49.99999999965,100.0,75.0,75.0,1.0000159047460915,0.915016510639228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93103993,005930,70200.0,1301520,70200.0,49.99999999965,100.0,75.0,75.0,1.000014713782169,0.9121263044474175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93104292,005930,70200.0,1301523,70200.0,49.99999999965,100.0,75.0,75.0,1.0000149826719635,0.9095019376994763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93104990,005930,70100.0,1301675,70180.0,33.33333333317778,99.88600740951838,50.0,66.66666666666667,1.0001239326178435,0.9245694204000778,-1301675.0,0.0,0.0,-100.0,-0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93105100,005930,70200.0,1301914,70180.0,49.999999999825,100.02849814762041,75.0,66.66666666666667,1.0002908103543853,0.9498701739021619,1301914.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93105288,005930,70200.0,1301915,70180.0,49.999999999825,100.02849814762041,75.0,66.66666666666667,1.0002751320361023,0.9468011544104622,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93105290,005930,70200.0,1301916,70180.0,49.999999999825,100.02849814762041,75.0,75.0,1.0002596079328623,0.9437632723994762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93105291,005930,70200.0,1301917,70180.0,66.66666666635555,100.02849814762041,75.0,75.0,1.000244084335325,0.9407560184763458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93105398,005930,70200.0,1301920,70200.0,49.99999999965,100.0,75.0,75.0,1.0002300209446593,0.9380162158855043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93106300,005930,70200.0,1301924,70200.0,49.99999999965,100.0,75.0,75.0,1.0002166110106845,0.9354233087907329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93106300,005930,70200.0,1301925,70200.0,49.99999999965,100.0,75.0,75.0,1.0002008967755491,0.9325012869332887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93106799,005930,70200.0,1301926,70200.0,49.99999999965,100.0,75.0,75.0,1.0001852214771794,0.9296080207469398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93106893,005930,70200.0,1301930,70200.0,49.99999999965,100.0,75.0,75.0,1.0001717361083984,0.9270994157576558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93106894,005930,70200.0,1302130,70200.0,49.99999999965,100.0,75.0,75.0,1.000301635349097,0.947902774163542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93107298,005930,70200.0,1302131,70200.0,49.99999999965,100.0,75.0,75.0,1.0002786594311237,0.9449445253075801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93107594,005930,70200.0,1302133,70200.0,49.99999999965,100.0,75.0,75.0,1.0002564143533044,0.9421341804937892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93107687,005930,70100.0,1302138,70180.0,33.33333333317778,99.88600740951838,50.0,66.66666666666667,1.000236321115113,0.9397083472138937,-1302138.0,0.0,0.0,-100.0,-0.14245014245014245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93107892,005930,70200.0,1302139,70180.0,66.66666666635555,100.02849814762041,75.0,66.66666666666667,1.0002131563150152,0.9368322432485681,1302139.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93108001,005930,70200.0,1302140,70180.0,49.99999999965,100.02849814762041,75.0,66.66666666666667,1.000189992623432,0.9339838976305782,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93108002,005930,70200.0,1302141,70180.0,49.99999999965,100.02849814762041,75.0,75.0,1.0001668300402835,0.9311628791108527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
