time,stock_code,current_price,volume,prev_day_high,ma5,rsi14,disparity,stoch_k,stoch_d,vol_ratio,z_vol,obv_delta,spread,bid_ask_imbalance,accel_delta,ret_1s,ask1,ask2,ask3,ask4,ask5,bid1,bid2,bid3,bid4,bid5,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,bid1_qty,bid2_qty,indiv_net_vol,foreign_net_vol,inst_net_vol,pension_net_vol,trust_net_vol,insurance_net_vol,private_fund_net_vol,bank_net_vol,state_net_vol,other_net_vol,prog_net_vol
143942829,005930,70500.0,9217096,0.0,70520.0,50.0,99.97163925127623,50.0,50.0,1.0,3.1023259544551025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143942830,005930,70500.0,9217130,0.0,70500.0,50.0,100.0,63.63636363636363,50.0,1.0,2.424678955257074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143943222,005930,70600.0,9217131,0.0,70520.0,50.0,100.11344299489507,72.72727272727273,50.0,1.0,1.9894153507664405,9217131.0,0.0,0.0,100.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143944346,005930,70600.0,9217132,0.0,70540.0,50.0,100.08505812305076,72.72727272727273,69.6969696969697,1.0,1.7287963097844694,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143944627,005930,70500.0,9217189,0.0,70540.0,40.0,99.94329458463284,63.63636363636363,69.6969696969697,1.0,1.7732184832303672,-9217189.0,0.0,0.0,-100.0,-0.141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143944830,005930,70500.0,9217226,0.0,70540.0,50.0,99.94329458463284,63.63636363636363,66.66666666666667,1.0,1.7286838320335938,0.0,0.0,0.0,100.0,-0.141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143944831,005930,70500.0,9217236,0.0,70540.0,50.0,99.94329458463284,63.63636363636363,63.63636363636363,1.0,1.6006001479378968,0.0,0.0,0.0,0.0,-0.141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143945325,005930,70600.0,9217242,0.0,70540.0,60.0,100.08505812305076,72.72727272727273,66.66666666666667,1.0,1.4905898008417484,9217242.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143945326,005930,70500.0,9217302,0.0,70520.0,50.0,99.97163925127623,63.63636363636363,66.66666666666667,1.0,1.5948298603405309,-9217302.0,0.0,0.0,-200.0,-0.141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143946025,005930,70500.0,9217304,0.0,70520.0,40.0,99.97163925127623,63.63636363636363,66.66666666666667,1.0,1.4820545626089354,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143946431,005930,70600.0,9217309,0.0,70540.0,50.0,100.08505812305076,72.72727272727273,66.66666666666667,1.0,1.4018740487997,9217309.0,0.0,0.0,100.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143946729,005930,70500.0,9217315,0.0,70540.0,50.0,99.94329458463284,63.63636363636363,66.66666666666667,1.0,1.339716957024073,-9217315.0,0.0,0.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143947025,005930,70600.0,9217464,0.0,70540.0,57.142857142857146,100.08505812305076,72.72727272727273,69.6969696969697,1.0,1.747917487102388,9217464.0,0.0,0.0,200.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143947430,005930,70500.0,9217472,0.0,70540.0,50.0,99.94329458463284,63.63636363636363,66.66666666666667,1.0,1.6455114055515332,-9217472.0,0.0,0.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143947820,005930,70500.0,9217640,0.0,70540.0,50.0,99.94329458463284,63.63636363636363,66.66666666666667,1.0,2.015154464525421,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143948626,005930,70500.0,9217641,0.0,70520.0,50.0,99.97163925127623,63.63636363636363,63.63636363636363,1.0,1.8519142240638342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143948627,005930,70600.0,9217645,0.0,70540.0,50.0,100.08505812305076,72.72727272727273,66.66666666666667,1.0,1.7311807732542366,9217645.0,0.0,0.0,100.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143948830,005930,70600.0,9217725,0.0,70540.0,50.0,100.08505812305076,72.72727272727273,69.6969696969697,1.0,1.8240908277992331,0.0,0.0,0.0,-100.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143949018,005930,70600.0,9217744,0.0,70560.0,57.142857142857146,100.05668934240364,72.72727272727273,72.72727272727273,1.0,1.7512212589233753,0.0,0.0,0.0,0.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143949234,005930,70500.0,9217748,0.0,70560.0,50.0,99.91496598639455,63.63636363636363,69.6969696969697,1.0,1.6560544953731469,-9217748.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143950025,005930,70500.0,9217948,0.0,70560.0,50.0,99.91496598639455,63.63636363636363,66.66666666666667,1.0,2.018291820490579,0.0,0.0,0.0,100.0,-0.141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143950320,005930,70600.0,9217950,0.0,70560.0,50.0,100.05668934240364,72.72727272727273,66.66666666666667,1.0,1.8832527934494443,9217950.0,0.0,0.0,100.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143950321,005930,70500.0,9218125,0.0,70540.0,50.0,99.94329458463284,63.63636363636363,66.66666666666667,1.0,2.1219740779135585,-9218125.0,0.0,0.0,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143950833,005930,70500.0,9218126,0.0,70520.0,50.0,99.97163925127623,63.63636363636363,66.66666666666667,1.0,1.9744769573681655,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143951220,005930,70600.0,9218194,0.0,70540.0,50.0,100.08505812305076,72.72727272727273,66.66666666666667,1.0,1.9786462104328388,9218194.0,0.0,0.0,100.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143952030,005930,70600.0,9218347,0.0,70560.0,57.142857142857146,100.05668934240364,72.72727272727273,69.6969696969697,1.0,2.128264931491923,0.0,0.0,0.0,-100.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143952418,005930,70600.0,9218352,0.0,70560.0,50.0,100.05668934240364,72.72727272727273,72.72727272727273,1.0,1.996901026867024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143952825,005930,70500.0,9218450,0.0,70560.0,50.0,99.91496598639455,63.63636363636363,69.6969696969697,1.0,2.0397201943203114,-9218450.0,0.0,0.0,-100.0,-0.141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143953232,005930,70600.0,9218460,0.0,70580.0,57.142857142857146,100.02833663927457,72.72727272727273,69.6969696969697,1.0,1.9353727191904144,9218460.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143953233,005930,70600.0,9218479,0.0,70580.0,57.142857142857146,100.02833663927457,72.72727272727273,69.6969696969697,1.0,1.8615064016916534,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143953620,005930,70500.0,9218509,0.0,70560.0,42.857142857142854,99.91496598639455,63.63636363636363,69.6969696969697,1.0,1.815063585882584,-9218509.0,0.0,0.0,-100.0,-0.141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143953927,005930,70500.0,9218528,0.0,70540.0,42.857142857142854,99.94329458463284,63.63636363636363,66.66666666666667,1.0,1.7588053767672946,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143954022,005930,70500.0,9218624,0.0,70540.0,42.857142857142854,99.94329458463284,63.63636363636363,63.63636363636363,1.0,1.8209555985629702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143954429,005930,70600.0,9218633,0.0,70540.0,57.142857142857146,100.08505812305076,72.72727272727273,66.66666666666667,1.0,1.7521376134904065,9218633.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143954522,005930,70500.0,9218690,0.0,70520.0,50.0,99.97163925127623,63.63636363636363,66.66666666666667,1.0,1.7582912130515613,-9218690.0,0.0,0.0,-200.0,-0.141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143954928,005930,70600.0,9218727,0.0,70540.0,50.0,100.08505812305076,72.72727272727273,69.6969696969697,1.0,1.7365655482008044,9218727.0,0.0,0.0,200.0,0.14184397163120568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143957117,005930,70500.0,9218814,0.0,70540.0,50.0,99.94329458463284,63.63636363636363,66.66666666666667,1.0,1.7835349574416024,-9218814.0,0.0,0.0,-200.0,-0.141643059490085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
