time,stock_code,current_price,volume,ma5,rsi14,disparity,stoch_k,stoch_d,vol_ratio,z_vol,obv_delta,spread,bid_ask_imbalance,accel_delta,ret_1s,ask1,ask2,ask3,ask4,ask5,bid1,bid2,bid3,bid4,bid5,ask1_qty,ask2_qty,ask3_qty,ask4_qty,ask5_qty,bid1_qty,bid2_qty,bid3_qty,bid4_qty,bid5_qty
1.75644E+12,161390,40150,286488,40160,40,99.9750996,0,0,1.000566488,1.231158677,0,50,0.668597561,0,0,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1116,1026,491,131,497,3242,5666,2680,3293,1538
1.75644E+12,161390,40150,286489,40150,40,100,0,0,1.000496077,1.213124533,0,50,0.668597561,0,0,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1116,1026,491,131,497,3242,5666,2680,3293,1538
1.75644E+12,161390,40150,286544,40150,40,100,0,0,1.00060481,1.218941632,0,50,0.668563878,0,0,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1116,1026,491,131,497,3240,5666,2680,3293,1538
1.75644E+12,161390,40150,286563,40150,40,100,0,0,1.000586428,1.209388828,0,50,0.667634918,0,0,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1116,1026,491,131,497,3185,5666,2680,3293,1538
1.75644E+12,161390,40200,287060,40160,50,100.0996016,4.347826087,1.449275362,1.002165202,1.402513954,287060,50,0.665528662,50,0.124533001,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1137,1026,491,131,497,3166,5666,2680,3293,1538
1.75644E+12,161390,40200,287065,40170,50,100.0746826,4.347826087,2.898550725,1.002025413,1.381024595,0,50,0.665528662,-50,0.124533001,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1137,1026,491,131,497,3166,5666,2680,3293,1538
1.75644E+12,161390,40200,287085,40180,50,100.049776,4.347826087,4.347826087,1.00194274,1.366861455,0,50,0.709071895,0,0.124533001,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,637,1026,491,131,497,3166,5666,2680,3293,1538
1.75644E+12,161390,40150,287113,40180,50,99.92533599,0,2.898550725,1.001883288,1.356755325,-287113,50,0.690946715,-50,-0.124378109,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,842,1026,491,131,497,3166,5666,2680,3293,1538
1.75644E+12,161390,40150,287114,40180,40,99.92533599,0,1.449275362,1.001736468,1.336021306,0,50,0.638244482,50,-0.124378109,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1387,1026,491,131,497,2818,5666,2680,3293,1538
1.75644E+12,161390,40150,287115,40170,50,99.9502116,0,0,1.001600524,1.316230905,0,50,0.62615017,0,0,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1532,1026,491,131,497,2817,5666,2680,3293,1538
1.75644E+12,161390,40200,287120,40170,50,100.0746826,4.347826087,1.449275362,1.001486778,1.298961511,287120,50,0.625387469,50,0.124533001,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1541,1026,491,131,497,2816,5666,2680,3293,1538
1.75644E+12,161390,40200,287125,40170,66.66666667,100.0746826,4.347826087,2.898550725,1.001373063,1.282447971,0,50,0.625800549,-50,0,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1536,1026,491,131,497,2816,5666,2680,3293,1538
1.75644E+12,161390,40150,287148,40170,50,99.9502116,0,2.898550725,1.001323542,1.274006018,-287148,50,0.600680544,-50,-0.124378109,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1846,1026,490,131,497,2817,5666,2680,3293,1538
1.75644E+12,161390,40150,287149,40170,50,99.9502116,0,1.449275362,1.001206403,1.257002074,0,50,0.60022043,50,-0.124378109,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1846,1026,490,131,497,2794,5666,2680,3293,1538
1.75644E+12,161390,40200,287965,40180,60,100.049776,4.347826087,1.449275362,1.003788367,1.570245206,287965,50,0.600240457,50,0.124533001,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1846,1026,490,131,497,2795,5666,2680,3293,1538
1.75644E+12,161390,40200,288995,40180,60,100.049776,4.347826087,2.898550725,1.006937712,1.948937053,0,50,0.600240457,-50,0.124533001,40200,40250,40300,40350,40400,40150,40100,40050,40000,39950,1846,1026,490,131,497,2795,5666,2680,3293,1538
1.75644E+12,161390,40200,289104,40180,60,100.049776,4.347826087,4.347826087,1.006857752,1.944399916,0,100,0.715038188,0,0,40250,40300,40350,40400,40450,40150,40100,40050,40000,39950,1135,657,131,497,285,3103,5666,2680,3293,1538
1.75644E+12,161390,40250,289118,40200,66.66666667,100.1243781,8.695652174,5.797101449,1.006444884,1.903960857,289118,100,0.722477914,50,0.124378109,40250,40300,40350,40400,40450,40150,40100,40050,40000,39950,1053,657,131,497,285,3103,5666,2680,3293,1538
1.75644E+12,161390,40150,289119,40200,42.85714286,99.87562189,0,4.347826087,1.005987161,1.861362324,-289119,100,0.725527326,-150,-0.124378109,40250,40300,40350,40400,40450,40150,40100,40050,40000,39950,1039,657,131,497,285,3103,5666,2680,3293,1660
1.75644E+12,161390,40150,289152,40190,42.85714286,99.90047275,0,2.898550725,1.005635729,1.833430771,0,100,0.748268145,100,0,40250,40300,40350,40400,40450,40150,40100,40050,40000,39950,902,547,131,497,285,3105,5666,2680,3293,1660
1.75644E+12,161390,40150,289153,40180,42.85714286,99.92533599,0,0,1.005173382,1.795450477,0,100,0.747718905,0,0,40250,40300,40350,40400,40450,40150,40100,40050,40000,39950,904,547,131,497,285,3078,5666,2680,3293,1660
1.75644E+12,161390,40200,289154,40180,57.14285714,100.049776,4.347826087,1.449275362,1.004711463,1.759758474,289154,100,0.746908316,50,0.124533001,40250,40300,40350,40400,40450,40150,40100,40050,40000,39950,914,547,131,497,285,3082,5671,2680,3293,1660
1.75644E+12,161390,40200,289169,40170,57.14285714,100.0746826,4.347826087,2.898550725,1.004305571,1.731204913,0,100,0.748449016,-50,0,40250,40300,40350,40400,40450,40150,40100,40050,40000,39950,917,542,131,497,285,3188,5671,2675,3293,1660
1.75644E+12,161390,40150,289187,40170,50,99.9502116,0,2.898550725,1.003910637,1.705332411,-289187,100,0.748449016,-50,-0.124378109,40250,40300,40350,40400,40450,40150,40100,40050,40000,39950,917,542,131,497,285,3188,5671,2675,3293,1660
